,ACCOUNT_ID,TIMESTAMP,visited_week_index
4157,101,2022-03-25,1
4168,65,2022-03-25,1
4170,108,2022-03-25,1
4188,77,2022-03-25,1
4241,22,2022-03-26,1
4257,691,2022-03-26,1
4272,1002,2022-03-26,1
4283,1494,2022-03-26,1
4304,174,2022-03-26,1
4311,51,2022-03-26,1
4316,174,2022-03-27,1
4332,50,2022-03-27,1
4335,6,2022-03-27,1
4336,60,2022-03-27,1
4338,994,2022-03-27,1
4340,728,2022-03-27,1
4342,1138,2022-03-27,1
4344,258,2022-03-27,1
4384,122,2022-03-27,1
4391,395,2022-03-27,1
4430,425,2022-03-27,1
4439,10,2022-03-27,1
4440,643,2022-03-27,1
4451,460,2022-03-27,1
4469,575,2022-03-28,1
4477,123,2022-03-28,1
4512,44,2022-03-28,1
4520,681,2022-03-28,1
4528,301,2022-03-28,1
4531,438,2022-03-28,1
4552,1429,2022-03-28,1
4553,1335,2022-03-28,1
4554,168,2022-03-28,1
4559,1064,2022-03-28,1
4577,614,2022-03-28,1
4580,252,2022-03-28,1
4585,54,2022-03-28,1
4595,211,2022-03-28,1
4603,156,2022-03-28,1
4607,101,2022-03-28,1
4611,85,2022-03-28,1
4613,637,2022-03-28,1
4616,12,2022-03-28,1
4624,177,2022-03-28,1
4625,2,2022-03-28,1
4649,184,2022-03-28,1
4653,144,2022-03-28,1
4667,108,2022-03-28,1
4672,745,2022-03-28,1
4673,654,2022-03-28,1
4674,106,2022-03-28,1
4681,474,2022-03-28,1
4683,194,2022-03-28,1
4688,588,2022-03-28,1
4691,561,2022-03-28,1
4709,1221,2022-03-28,1
4711,60,2022-03-28,1
4761,55,2022-03-28,1
4782,1060,2022-03-28,1
4806,25,2022-03-28,1
4814,42,2022-03-28,1
4818,311,2022-03-28,1
4822,855,2022-03-28,1
4854,545,2022-03-28,1
4862,124,2022-03-28,1
4873,79,2022-03-28,1
4874,189,2022-03-28,1
4892,57,2022-03-28,1
4894,364,2022-03-28,1
4900,541,2022-03-28,1
4902,205,2022-03-29,2
4904,2,2022-03-29,2
4909,438,2022-03-29,2
4912,1020,2022-03-29,2
4914,665,2022-03-29,2
4924,735,2022-03-29,2
4926,645,2022-03-29,2
4931,802,2022-03-29,2
4935,1224,2022-03-29,2
4940,575,2022-03-29,2
4943,52,2022-03-29,2
4947,112,2022-03-29,2
4963,5,2022-03-29,2
4967,342,2022-03-29,2
4985,34,2022-03-29,2
4991,637,2022-03-29,2
4992,605,2022-03-29,2
4997,115,2022-03-29,2
5000,482,2022-03-29,2
5005,368,2022-03-29,2
5013,85,2022-03-29,2
5022,68,2022-03-29,2
5027,44,2022-03-29,2
5036,89,2022-03-29,2
5043,42,2022-03-29,2
5044,121,2022-03-29,2
5048,632,2022-03-29,2
5090,1156,2022-03-29,2
5102,130,2022-03-29,2
5112,420,2022-03-29,2
5142,63,2022-03-29,2
5148,350,2022-03-29,2
5155,215,2022-03-29,2
5170,652,2022-03-29,2
5185,81,2022-03-29,2
5200,65,2022-03-29,2
5204,826,2022-03-29,2
5232,1413,2022-03-29,2
5244,53,2022-03-29,2
5254,339,2022-03-29,2
5256,458,2022-03-29,2
5259,735,2022-03-30,2
5262,1325,2022-03-30,2
5264,76,2022-03-30,2
5285,1338,2022-03-30,2
5286,614,2022-03-30,2
5290,171,2022-03-30,2
5292,166,2022-03-30,2
5333,80,2022-03-30,2
5338,1041,2022-03-30,2
5351,125,2022-03-30,2
5358,1002,2022-03-30,2
5359,1452,2022-03-30,2
5360,34,2022-03-30,2
5362,85,2022-03-30,2
5368,209,2022-03-30,2
5369,24,2022-03-30,2
5376,51,2022-03-30,2
5380,592,2022-03-30,2
5385,1023,2022-03-30,2
5387,6,2022-03-30,2
5393,184,2022-03-30,2
5396,38,2022-03-30,2
5398,613,2022-03-30,2
5403,455,2022-03-30,2
5416,22,2022-03-30,2
5419,792,2022-03-30,2
5427,350,2022-03-30,2
5448,170,2022-03-30,2
5465,2,2022-03-30,2
5467,336,2022-03-30,2
5484,89,2022-03-30,2
5491,283,2022-03-30,2
5530,108,2022-03-30,2
5569,165,2022-03-30,2
5595,25,2022-03-30,2
5603,339,2022-03-30,2
5667,130,2022-03-30,2
5674,694,2022-03-30,2
5676,56,2022-03-30,2
5715,1154,2022-03-31,2
5720,438,2022-03-31,2
5757,80,2022-03-31,2
5758,455,2022-03-31,2
5779,792,2022-03-31,2
5836,68,2022-03-31,2
5842,15,2022-03-31,2
5853,425,2022-03-31,2
5858,34,2022-03-31,2
5859,57,2022-03-31,2
5861,950,2022-03-31,2
5873,418,2022-03-31,2
5878,377,2022-03-31,2
5890,5,2022-03-31,2
5904,1280,2022-03-31,2
5909,89,2022-03-31,2
5911,881,2022-03-31,2
5918,108,2022-03-31,2
5921,1032,2022-03-31,2
5928,210,2022-03-31,2
5933,1303,2022-03-31,2
5940,77,2022-03-31,2
5951,244,2022-03-31,2
5964,948,2022-03-31,2
5974,223,2022-03-31,2
5997,78,2022-03-31,2
6023,474,2022-03-31,2
6036,1507,2022-03-31,2
6037,166,2022-03-31,2
6049,382,2022-03-31,2
6054,694,2022-03-31,2
6082,215,2022-03-31,2
6089,1258,2022-03-31,2
6110,106,2022-03-31,2
6111,75,2022-03-31,2
6141,380,2022-04-01,2
6150,301,2022-04-01,2
6154,778,2022-04-01,2
6156,89,2022-04-01,2
6162,932,2022-04-01,2
6165,184,2022-04-01,2
6166,91,2022-04-01,2
6175,129,2022-04-01,2
6178,722,2022-04-01,2
6195,12,2022-04-01,2
6225,342,2022-04-01,2
6227,272,2022-04-01,2
6234,450,2022-04-01,2
6238,1,2022-04-01,2
6244,281,2022-04-01,2
6249,492,2022-04-01,2
6255,438,2022-04-01,2
6260,474,2022-04-01,2
6268,175,2022-04-01,2
6275,792,2022-04-01,2
6276,166,2022-04-01,2
6327,397,2022-04-01,2
6329,57,2022-04-01,2
6337,34,2022-04-01,2
6342,205,2022-04-01,2
6353,70,2022-04-01,2
6358,965,2022-04-01,2
6380,13,2022-04-01,2
6386,115,2022-04-01,2
6390,215,2022-04-01,2
6403,50,2022-04-01,2
6429,81,2022-04-01,2
6498,595,2022-04-01,2
6499,149,2022-04-02,2
6508,808,2022-04-02,2
6512,475,2022-04-02,2
6515,1452,2022-04-02,2
6516,91,2022-04-02,2
6525,1357,2022-04-02,2
6526,450,2022-04-02,2
6544,1388,2022-04-02,2
6545,506,2022-04-02,2
6556,705,2022-04-02,2
6563,652,2022-04-03,2
6564,1009,2022-04-03,2
6575,778,2022-04-03,2
6584,112,2022-04-03,2
6587,722,2022-04-03,2
6594,11,2022-04-03,2
6603,122,2022-04-03,2
6620,169,2022-04-03,2
6630,91,2022-04-04,2
6646,228,2022-04-04,2
6664,281,2022-04-04,2
6666,430,2022-04-04,2
6673,58,2022-04-04,2
6674,184,2022-04-04,2
6683,68,2022-04-04,2
6705,6,2022-04-04,2
6711,12,2022-04-04,2
6725,1000,2022-04-04,2
6727,209,2022-04-04,2
6748,11,2022-04-04,2
6751,285,2022-04-04,2
6757,397,2022-04-04,2
6765,113,2022-04-04,2
6770,168,2022-04-04,2
6782,89,2022-04-04,2
6789,142,2022-04-04,2
6792,261,2022-04-04,2
6794,232,2022-04-04,2
6810,484,2022-04-04,2
6814,331,2022-04-04,2
6817,162,2022-04-04,2
6832,47,2022-04-04,2
6839,108,2022-04-04,2
6844,20,2022-04-04,2
6886,165,2022-04-04,2
6887,1282,2022-04-04,2
6892,41,2022-04-04,2
6930,847,2022-04-04,2
6931,1297,2022-04-04,2
6975,75,2022-04-04,2
6976,2,2022-04-04,2
7002,311,2022-04-04,2
7045,79,2022-04-04,2
7046,1273,2022-04-04,2
7065,223,2022-04-04,2
7073,964,2022-04-04,2
7093,1208,2022-04-04,2
7104,76,2022-04-04,2
7107,847,2022-04-05,3
7110,1188,2022-04-05,3
7117,652,2022-04-05,3
7119,382,2022-04-05,3
7123,12,2022-04-05,3
7148,792,2022-04-05,3
7172,567,2022-04-05,3
7179,11,2022-04-05,3
7202,281,2022-04-05,3
7211,7,2022-04-05,3
7216,15,2022-04-05,3
7217,665,2022-04-05,3
7218,499,2022-04-05,3
7222,141,2022-04-05,3
7224,645,2022-04-05,3
7243,103,2022-04-05,3
7245,430,2022-04-05,3
7254,397,2022-04-05,3
7257,5,2022-04-05,3
7264,850,2022-04-05,3
7266,717,2022-04-05,3
7268,1509,2022-04-05,3
7274,121,2022-04-05,3
7276,34,2022-04-05,3
7278,168,2022-04-05,3
7287,211,2022-04-05,3
7296,474,2022-04-05,3
7301,1448,2022-04-05,3
7310,238,2022-04-05,3
7322,484,2022-04-05,3
7324,331,2022-04-05,3
7344,78,2022-04-05,3
7352,56,2022-04-05,3
7360,285,2022-04-05,3
7361,57,2022-04-05,3
7365,89,2022-04-05,3
7366,80,2022-04-05,3
7372,42,2022-04-05,3
7380,1098,2022-04-05,3
7396,349,2022-04-05,3
7399,790,2022-04-05,3
7404,560,2022-04-05,3
7409,749,2022-04-05,3
7411,799,2022-04-05,3
7447,109,2022-04-05,3
7469,158,2022-04-05,3
7471,350,2022-04-05,3
7474,130,2022-04-05,3
7475,600,2022-04-05,3
7481,175,2022-04-05,3
7484,167,2022-04-05,3
7486,561,2022-04-05,3
7490,41,2022-04-05,3
7520,115,2022-04-05,3
7521,77,2022-04-05,3
7522,311,2022-04-05,3
7531,108,2022-04-05,3
7537,53,2022-04-05,3
7553,1373,2022-04-05,3
7576,460,2022-04-06,3
7577,643,2022-04-06,3
7593,1238,2022-04-06,3
7594,932,2022-04-06,3
7597,941,2022-04-06,3
7598,299,2022-04-06,3
7599,11,2022-04-06,3
7619,1089,2022-04-06,3
7622,477,2022-04-06,3
7630,184,2022-04-06,3
7632,608,2022-04-06,3
7635,560,2022-04-06,3
7636,508,2022-04-06,3
7638,1069,2022-04-06,3
7646,171,2022-04-06,3
7670,1266,2022-04-06,3
7675,349,2022-04-06,3
7680,93,2022-04-06,3
7682,194,2022-04-06,3
7688,221,2022-04-06,3
7695,749,2022-04-06,3
7704,437,2022-04-06,3
7722,656,2022-04-06,3
7748,142,2022-04-06,3
7760,44,2022-04-06,3
7771,15,2022-04-06,3
7783,625,2022-04-06,3
7785,101,2022-04-06,3
7787,1370,2022-04-06,3
7795,121,2022-04-06,3
7804,210,2022-04-06,3
7817,84,2022-04-06,3
7828,68,2022-04-06,3
7830,237,2022-04-06,3
7843,60,2022-04-06,3
7849,36,2022-04-06,3
7851,600,2022-04-06,3
7853,6,2022-04-06,3
7869,41,2022-04-06,3
7888,57,2022-04-06,3
7894,89,2022-04-06,3
7905,108,2022-04-06,3
7943,158,2022-04-06,3
7972,50,2022-04-06,3
7974,1421,2022-04-06,3
8017,311,2022-04-06,3
8018,51,2022-04-06,3
8030,819,2022-04-06,3
8038,446,2022-04-07,3
8044,324,2022-04-07,3
8045,430,2022-04-07,3
8056,1053,2022-04-07,3
8066,11,2022-04-07,3
8067,57,2022-04-07,3
8076,593,2022-04-07,3
8081,932,2022-04-07,3
8082,498,2022-04-07,3
8098,1007,2022-04-07,3
8102,80,2022-04-07,3
8108,533,2022-04-07,3
8118,735,2022-04-07,3
8122,1248,2022-04-07,3
8126,326,2022-04-07,3
8137,89,2022-04-07,3
8143,184,2022-04-07,3
8148,247,2022-04-07,3
8149,475,2022-04-07,3
8167,388,2022-04-07,3
8168,403,2022-04-07,3
8170,55,2022-04-07,3
8177,51,2022-04-07,3
8181,1360,2022-04-07,3
8187,70,2022-04-07,3
8188,1458,2022-04-07,3
8191,86,2022-04-07,3
8197,381,2022-04-07,3
8200,121,2022-04-07,3
8202,221,2022-04-07,3
8203,29,2022-04-07,3
8216,342,2022-04-07,3
8223,75,2022-04-07,3
8250,528,2022-04-07,3
8313,210,2022-04-07,3
8325,382,2022-04-07,3
8334,433,2022-04-07,3
8338,752,2022-04-07,3
8340,158,2022-04-07,3
8352,47,2022-04-07,3
8355,477,2022-04-07,3
8359,42,2022-04-07,3
8361,53,2022-04-07,3
8363,504,2022-04-07,3
8380,216,2022-04-07,3
8403,108,2022-04-07,3
8414,467,2022-04-07,3
8429,223,2022-04-07,3
8434,1117,2022-04-07,3
8436,30,2022-04-07,3
8453,215,2022-04-07,3
8462,1184,2022-04-07,3
8467,1250,2022-04-07,3
8478,1523,2022-04-07,3
8481,458,2022-04-07,3
8492,173,2022-04-07,3
8493,103,2022-04-08,3
8519,192,2022-04-08,3
8523,12,2022-04-08,3
8533,47,2022-04-08,3
8551,543,2022-04-08,3
8556,533,2022-04-08,3
8563,10,2022-04-08,3
8582,29,2022-04-08,3
8590,546,2022-04-08,3
8592,44,2022-04-08,3
8668,328,2022-04-08,3
8669,673,2022-04-08,3
8697,581,2022-04-08,3
8717,70,2022-04-08,3
8719,7,2022-04-08,3
8859,922,2022-04-08,3
8868,314,2022-04-08,3
8897,1371,2022-04-08,3
8899,184,2022-04-08,3
8902,437,2022-04-08,3
8909,1091,2022-04-08,3
8911,756,2022-04-08,3
8931,527,2022-04-08,3
8957,42,2022-04-08,3
8960,1013,2022-04-08,3
8965,6,2022-04-08,3
8966,15,2022-04-08,3
9005,23,2022-04-08,3
9016,55,2022-04-08,3
9025,225,2022-04-08,3
9028,168,2022-04-08,3
9048,173,2022-04-08,3
9068,20,2022-04-08,3
9088,790,2022-04-08,3
9103,36,2022-04-08,3
9143,1142,2022-04-08,3
9144,13,2022-04-08,3
9164,1445,2022-04-08,3
9192,246,2022-04-08,3
9198,56,2022-04-08,3
9245,64,2022-04-08,3
9281,835,2022-04-09,3
9282,1222,2022-04-09,3
9300,900,2022-04-09,3
9303,138,2022-04-09,3
9326,1203,2022-04-09,3
9346,11,2022-04-09,3
9353,1349,2022-04-09,3
9359,278,2022-04-09,3
9365,173,2022-04-10,3
9366,82,2022-04-10,3
9420,1276,2022-04-10,3
9422,11,2022-04-10,3
9460,184,2022-04-10,3
9461,68,2022-04-10,3
9466,824,2022-04-10,3
9469,219,2022-04-10,3
9472,1097,2022-04-10,3
9474,168,2022-04-10,3
9502,80,2022-04-10,3
9509,579,2022-04-10,3
9517,324,2022-04-11,3
9522,12,2022-04-11,3
9527,192,2022-04-11,3
9530,36,2022-04-11,3
9534,115,2022-04-11,3
9539,224,2022-04-11,3
9540,44,2022-04-11,3
9579,168,2022-04-11,3
9592,15,2022-04-11,3
9594,82,2022-04-11,3
9600,1141,2022-04-11,3
9617,687,2022-04-11,3
9622,1337,2022-04-11,3
9632,55,2022-04-11,3
9647,1435,2022-04-11,3
9665,157,2022-04-11,3
9678,10,2022-04-11,3
9679,73,2022-04-11,3
9712,352,2022-04-11,3
9742,616,2022-04-11,3
9745,1108,2022-04-11,3
9755,382,2022-04-11,3
9756,128,2022-04-11,3
9761,243,2022-04-11,3
9768,508,2022-04-11,3
9777,108,2022-04-11,3
9782,746,2022-04-11,3
9824,5,2022-04-11,3
9826,1129,2022-04-11,3
9846,6,2022-04-11,3
9887,42,2022-04-11,3
9889,210,2022-04-11,3
9894,1257,2022-04-11,3
9901,358,2022-04-11,3
9918,56,2022-04-11,3
9927,418,2022-04-11,3
9971,1085,2022-04-11,3
9976,278,2022-04-11,3
9984,38,2022-04-11,3
10014,1285,2022-04-11,3
10015,142,2022-04-11,3
10023,51,2022-04-11,3
10037,503,2022-04-11,3
10040,1202,2022-04-11,3
10063,215,2022-04-11,3
10078,108,2022-04-12,4
10087,438,2022-04-12,4
10091,466,2022-04-12,4
10092,1051,2022-04-12,4
10103,755,2022-04-12,4
10119,740,2022-04-12,4
10125,15,2022-04-12,4
10138,1525,2022-04-12,4
10139,221,2022-04-12,4
10140,57,2022-04-12,4
10168,508,2022-04-12,4
10171,906,2022-04-12,4
10200,103,2022-04-12,4
10222,602,2022-04-12,4
10243,89,2022-04-12,4
10247,254,2022-04-12,4
10249,5,2022-04-12,4
10256,246,2022-04-12,4
10276,261,2022-04-12,4
10280,79,2022-04-12,4
10283,314,2022-04-12,4
10285,34,2022-04-12,4
10299,464,2022-04-12,4
10302,1142,2022-04-12,4
10327,25,2022-04-12,4
10363,1524,2022-04-12,4
10373,215,2022-04-12,4
10384,165,2022-04-12,4
10394,48,2022-04-12,4
10401,1125,2022-04-12,4
10408,42,2022-04-12,4
10419,118,2022-04-12,4
10461,589,2022-04-12,4
10478,208,2022-04-12,4
10480,162,2022-04-12,4
10481,446,2022-04-12,4
10505,420,2022-04-12,4
10520,1047,2022-04-12,4
10534,106,2022-04-12,4
10542,429,2022-04-13,4
10548,430,2022-04-13,4
10553,698,2022-04-13,4
10560,516,2022-04-13,4
10567,1363,2022-04-13,4
10573,1465,2022-04-13,4
10575,77,2022-04-13,4
10607,665,2022-04-13,4
10610,44,2022-04-13,4
10619,10,2022-04-13,4
10631,216,2022-04-13,4
10638,184,2022-04-13,4
10639,583,2022-04-13,4
10649,20,2022-04-13,4
10655,49,2022-04-13,4
10656,1528,2022-04-13,4
10669,5,2022-04-13,4
10674,579,2022-04-13,4
10683,365,2022-04-13,4
10686,51,2022-04-13,4
10688,328,2022-04-13,4
10697,156,2022-04-13,4
10700,305,2022-04-13,4
10701,1164,2022-04-13,4
10707,564,2022-04-13,4
10720,108,2022-04-13,4
10723,249,2022-04-13,4
10733,15,2022-04-13,4
10749,496,2022-04-13,4
10760,130,2022-04-13,4
10772,53,2022-04-13,4
10773,246,2022-04-13,4
10774,1059,2022-04-13,4
10784,217,2022-04-13,4
10789,751,2022-04-13,4
10801,382,2022-04-13,4
10803,106,2022-04-13,4
10818,59,2022-04-13,4
10827,523,2022-04-13,4
10855,58,2022-04-13,4
10870,25,2022-04-13,4
10931,115,2022-04-13,4
10977,38,2022-04-13,4
11016,173,2022-04-13,4
11025,598,2022-04-13,4
11049,1202,2022-04-13,4
11058,1285,2022-04-13,4
11060,446,2022-04-13,4
11094,206,2022-04-13,4
11099,219,2022-04-13,4
11115,120,2022-04-13,4
11139,57,2022-04-13,4
11149,453,2022-04-13,4
11151,277,2022-04-13,4
11159,165,2022-04-13,4
11168,244,2022-04-13,4
11193,82,2022-04-14,4
11205,15,2022-04-14,4
11210,665,2022-04-14,4
11216,1347,2022-04-14,4
11217,22,2022-04-14,4
11220,1306,2022-04-14,4
11240,12,2022-04-14,4
11245,444,2022-04-14,4
11249,352,2022-04-14,4
11255,1009,2022-04-14,4
11258,93,2022-04-14,4
11262,53,2022-04-14,4
11268,176,2022-04-14,4
11274,68,2022-04-14,4
11284,157,2022-04-14,4
11297,118,2022-04-14,4
11312,37,2022-04-14,4
11316,616,2022-04-14,4
11320,244,2022-04-14,4
11321,2,2022-04-14,4
11334,108,2022-04-14,4
11336,117,2022-04-14,4
11377,539,2022-04-14,4
11380,65,2022-04-14,4
11384,333,2022-04-14,4
11386,51,2022-04-14,4
11392,446,2022-04-14,4
11394,13,2022-04-14,4
11434,852,2022-04-14,4
11436,492,2022-04-14,4
11462,1178,2022-04-14,4
11484,120,2022-04-14,4
11488,278,2022-04-14,4
11501,350,2022-04-14,4
11513,115,2022-04-14,4
11515,419,2022-04-14,4
11519,817,2022-04-14,4
11522,77,2022-04-14,4
11540,253,2022-04-14,4
11543,269,2022-04-14,4
11545,836,2022-04-14,4
11548,120,2022-04-15,4
11549,197,2022-04-15,4
11560,253,2022-04-15,4
11563,1393,2022-04-15,4
11564,515,2022-04-15,4
11565,19,2022-04-15,4
11575,9,2022-04-15,4
11583,4,2022-04-15,4
11586,107,2022-04-15,4
11594,673,2022-04-15,4
11596,15,2022-04-15,4
11598,222,2022-04-15,4
11605,526,2022-04-15,4
11625,243,2022-04-15,4
11637,444,2022-04-15,4
11672,817,2022-04-15,4
11677,628,2022-04-15,4
11691,93,2022-04-15,4
11702,176,2022-04-15,4
11714,53,2022-04-15,4
11729,20,2022-04-15,4
11737,324,2022-04-15,4
11740,333,2022-04-15,4
11776,65,2022-04-15,4
11790,1125,2022-04-15,4
11801,77,2022-04-15,4
11812,107,2022-04-16,4
11817,12,2022-04-16,4
11826,714,2022-04-16,4
11832,148,2022-04-16,4
11849,378,2022-04-16,4
11891,80,2022-04-17,4
11895,113,2022-04-17,4
11899,714,2022-04-17,4
11901,327,2022-04-17,4
11911,184,2022-04-17,4
11947,168,2022-04-18,4
11950,532,2022-04-18,4
11951,12,2022-04-18,4
11952,80,2022-04-18,4
11958,73,2022-04-18,4
11959,125,2022-04-18,4
11968,961,2022-04-18,4
11975,107,2022-04-18,4
11984,293,2022-04-18,4
12014,7,2022-04-18,4
12033,464,2022-04-18,4
12074,54,2022-04-18,4
12075,616,2022-04-18,4
12076,11,2022-04-18,4
12080,121,2022-04-18,4
12088,839,2022-04-18,4
12105,782,2022-04-18,4
12118,6,2022-04-18,4
12136,60,2022-04-18,4
12141,118,2022-04-18,4
12159,242,2022-04-18,4
12160,166,2022-04-18,4
12162,261,2022-04-18,4
12179,165,2022-04-18,4
12180,132,2022-04-18,4
12182,81,2022-04-18,4
12215,42,2022-04-18,4
12237,174,2022-04-18,4
12239,135,2022-04-18,4
12241,709,2022-04-18,4
12242,760,2022-04-18,4
12245,333,2022-04-18,4
12261,20,2022-04-18,4
12268,382,2022-04-18,4
12283,1028,2022-04-18,4
12290,246,2022-04-18,4
12296,1137,2022-04-18,4
12298,809,2022-04-18,4
12299,418,2022-04-18,4
12303,108,2022-04-18,4
12305,826,2022-04-18,4
12312,269,2022-04-18,4
12342,130,2022-04-19,5
12349,189,2022-04-19,5
12351,83,2022-04-19,5
12364,782,2022-04-19,5
12366,173,2022-04-19,5
12378,1489,2022-04-19,5
12382,10,2022-04-19,5
12387,341,2022-04-19,5
12390,6,2022-04-19,5
12396,1103,2022-04-19,5
12398,9,2022-04-19,5
12404,975,2022-04-19,5
12405,616,2022-04-19,5
12411,103,2022-04-19,5
12424,171,2022-04-19,5
12428,70,2022-04-19,5
12429,38,2022-04-19,5
12430,80,2022-04-19,5
12440,33,2022-04-19,5
12442,644,2022-04-19,5
12443,1022,2022-04-19,5
12446,184,2022-04-19,5
12448,93,2022-04-19,5
12472,989,2022-04-19,5
12495,1466,2022-04-19,5
12498,50,2022-04-19,5
12502,328,2022-04-19,5
12515,15,2022-04-19,5
12523,528,2022-04-19,5
12534,675,2022-04-19,5
12539,809,2022-04-19,5
12545,108,2022-04-19,5
12551,219,2022-04-19,5
12562,118,2022-04-19,5
12564,68,2022-04-19,5
12584,200,2022-04-19,5
12589,34,2022-04-19,5
12596,42,2022-04-19,5
12611,510,2022-04-19,5
12624,115,2022-04-19,5
12628,20,2022-04-19,5
12658,167,2022-04-19,5
12680,998,2022-04-19,5
12725,206,2022-04-19,5
12737,57,2022-04-19,5
12800,68,2022-04-20,5
12804,130,2022-04-20,5
12809,1223,2022-04-20,5
12811,83,2022-04-20,5
12818,162,2022-04-20,5
12829,304,2022-04-20,5
12832,53,2022-04-20,5
12833,161,2022-04-20,5
12861,556,2022-04-20,5
12868,121,2022-04-20,5
12873,38,2022-04-20,5
12888,444,2022-04-20,5
12902,1416,2022-04-20,5
12912,11,2022-04-20,5
12920,1261,2022-04-20,5
12922,15,2022-04-20,5
12925,451,2022-04-20,5
12927,57,2022-04-20,5
12935,10,2022-04-20,5
12981,367,2022-04-20,5
12984,70,2022-04-20,5
12989,6,2022-04-20,5
12994,124,2022-04-20,5
13005,93,2022-04-20,5
13011,559,2022-04-20,5
13035,223,2022-04-20,5
13039,25,2022-04-20,5
13052,850,2022-04-20,5
13056,13,2022-04-20,5
13062,64,2022-04-20,5
13068,115,2022-04-20,5
13099,77,2022-04-20,5
13127,80,2022-04-20,5
13131,606,2022-04-20,5
13135,442,2022-04-20,5
13141,225,2022-04-20,5
13142,418,2022-04-20,5
13143,206,2022-04-20,5
13167,1251,2022-04-20,5
13171,20,2022-04-20,5
13190,108,2022-04-20,5
13230,41,2022-04-21,5
13231,215,2022-04-21,5
13245,767,2022-04-21,5
13250,12,2022-04-21,5
13252,57,2022-04-21,5
13256,636,2022-04-21,5
13259,10,2022-04-21,5
13261,692,2022-04-21,5
13264,1086,2022-04-21,5
13265,80,2022-04-21,5
13271,168,2022-04-21,5
13284,184,2022-04-21,5
13287,297,2022-04-21,5
13294,192,2022-04-21,5
13299,1491,2022-04-21,5
13303,254,2022-04-21,5
13308,508,2022-04-21,5
13328,451,2022-04-21,5
13334,413,2022-04-21,5
13348,409,2022-04-21,5
13351,832,2022-04-21,5
13366,68,2022-04-21,5
13372,1162,2022-04-21,5
13373,66,2022-04-21,5
13390,324,2022-04-21,5
13391,414,2022-04-21,5
13400,566,2022-04-21,5
13411,89,2022-04-21,5
13427,198,2022-04-21,5
13450,849,2022-04-21,5
13458,617,2022-04-21,5
13483,293,2022-04-21,5
13489,115,2022-04-21,5
13492,6,2022-04-21,5
13494,244,2022-04-21,5
13495,77,2022-04-21,5
13498,20,2022-04-21,5
13502,253,2022-04-21,5
13503,1213,2022-04-21,5
13515,65,2022-04-21,5
13530,826,2022-04-21,5
13537,220,2022-04-21,5
13552,51,2022-04-22,5
13553,444,2022-04-22,5
13556,1334,2022-04-22,5
13559,9,2022-04-22,5
13576,192,2022-04-22,5
13588,74,2022-04-22,5
13595,12,2022-04-22,5
13596,153,2022-04-22,5
13597,1083,2022-04-22,5
13602,161,2022-04-22,5
13610,53,2022-04-22,5
13618,281,2022-04-22,5
13619,388,2022-04-22,5
13620,34,2022-04-22,5
13629,1457,2022-04-22,5
13630,33,2022-04-22,5
13632,80,2022-04-22,5
13641,723,2022-04-22,5
13658,1096,2022-04-22,5
13661,115,2022-04-22,5
13663,194,2022-04-22,5
13674,168,2022-04-22,5
13687,54,2022-04-22,5
13688,121,2022-04-22,5
13698,93,2022-04-22,5
13717,38,2022-04-22,5
13729,89,2022-04-22,5
13756,25,2022-04-22,5
13767,1326,2022-04-22,5
13777,1109,2022-04-22,5
13794,494,2022-04-22,5
13797,612,2022-04-22,5
13801,108,2022-04-22,5
13803,618,2022-04-22,5
13804,42,2022-04-22,5
13805,158,2022-04-22,5
13807,270,2022-04-22,5
13822,683,2022-04-22,5
13827,2,2022-04-22,5
13835,76,2022-04-22,5
13847,30,2022-04-22,5
13864,1527,2022-04-23,5
13865,452,2022-04-23,5
13872,343,2022-04-23,5
13876,51,2022-04-23,5
13877,763,2022-04-23,5
13882,54,2022-04-23,5
13883,329,2022-04-23,5
13892,128,2022-04-23,5
13893,139,2022-04-23,5
13896,1274,2022-04-23,5
13901,200,2022-04-23,5
13910,19,2022-04-24,5
13913,7,2022-04-24,5
13918,32,2022-04-24,5
13932,318,2022-04-24,5
13942,1186,2022-04-24,5
13949,113,2022-04-24,5
13964,9,2022-04-24,5
13971,225,2022-04-25,5
13974,52,2022-04-25,5
13975,10,2022-04-25,5
13985,184,2022-04-25,5
13986,665,2022-04-25,5
13993,383,2022-04-25,5
14019,9,2022-04-25,5
14083,33,2022-04-25,5
14088,103,2022-04-25,5
14106,176,2022-04-25,5
14111,728,2022-04-25,5
14119,209,2022-04-25,5
14122,60,2022-04-25,5
14126,32,2022-04-25,5
14154,842,2022-04-25,5
14172,690,2022-04-25,5
14177,397,2022-04-25,5
14181,414,2022-04-25,5
14188,285,2022-04-25,5
14210,38,2022-04-25,5
14211,34,2022-04-25,5
14220,4,2022-04-25,5
14229,147,2022-04-25,5
14236,382,2022-04-25,5
14239,80,2022-04-25,5
14255,421,2022-04-25,5
14301,559,2022-04-25,5
14302,206,2022-04-25,5
14324,494,2022-04-25,5
14325,57,2022-04-25,5
14340,489,2022-04-25,5
14352,443,2022-04-25,5
14357,42,2022-04-25,5
14358,108,2022-04-25,5
14367,253,2022-04-25,5
14383,270,2022-04-25,5
14390,106,2022-04-25,5
14402,244,2022-04-25,5
14421,992,2022-04-25,5
14425,25,2022-04-25,5
14438,170,2022-04-25,5
14462,50,2022-04-25,5
14472,48,2022-04-25,5
