,ACCOUNT_ID,TIMESTAMP,visited_week_index
2741,65,2022-03-22,1
2749,124,2022-03-22,1
2766,1049,2022-03-22,1
2775,181,2022-03-23,1
2916,388,2022-03-23,1
2924,895,2022-03-23,1
2927,780,2022-03-23,1
2928,1415,2022-03-23,1
2941,483,2022-03-23,1
2952,567,2022-03-23,1
2958,1182,2022-03-23,1
2961,171,2022-03-23,1
2975,125,2022-03-23,1
2980,85,2022-03-23,1
3016,184,2022-03-23,1
3023,121,2022-03-23,1
3025,126,2022-03-23,1
3028,54,2022-03-23,1
3030,46,2022-03-23,1
3052,12,2022-03-23,1
3053,482,2022-03-23,1
3061,397,2022-03-23,1
3062,773,2022-03-23,1
3071,51,2022-03-23,1
3117,868,2022-03-23,1
3125,42,2022-03-23,1
3126,115,2022-03-23,1
3157,77,2022-03-23,1
3162,393,2022-03-23,1
3174,716,2022-03-23,1
3179,1437,2022-03-23,1
3189,162,2022-03-23,1
3190,893,2022-03-23,1
3193,1438,2022-03-23,1
3209,1387,2022-03-23,1
3229,5,2022-03-23,1
3231,20,2022-03-23,1
3242,76,2022-03-23,1
3243,652,2022-03-23,1
3247,178,2022-03-23,1
3255,108,2022-03-23,1
3270,65,2022-03-23,1
3285,223,2022-03-23,1
3301,653,2022-03-23,1
3312,242,2022-03-23,1
3317,140,2022-03-23,1
3325,1112,2022-03-23,1
3347,902,2022-03-24,1
3348,24,2022-03-24,1
3356,1293,2022-03-24,1
3360,509,2022-03-24,1
3384,12,2022-03-24,1
3397,168,2022-03-24,1
3403,792,2022-03-24,1
3407,990,2022-03-24,1
3414,110,2022-03-24,1
3417,121,2022-03-24,1
3423,21,2022-03-24,1
3432,581,2022-03-24,1
3434,1211,2022-03-24,1
3451,1456,2022-03-24,1
3455,184,2022-03-24,1
3457,483,2022-03-24,1
3462,537,2022-03-24,1
3464,209,2022-03-24,1
3474,171,2022-03-24,1
3481,281,2022-03-24,1
3498,5,2022-03-24,1
3522,1443,2022-03-24,1
3535,93,2022-03-24,1
3555,144,2022-03-24,1
3563,22,2022-03-24,1
3572,231,2022-03-24,1
3598,712,2022-03-24,1
3628,42,2022-03-24,1
3645,838,2022-03-24,1
3648,106,2022-03-24,1
3653,178,2022-03-24,1
3667,200,2022-03-24,1
3669,102,2022-03-24,1
3670,120,2022-03-24,1
3693,637,2022-03-24,1
3703,50,2022-03-24,1
3713,124,2022-03-24,1
3717,1196,2022-03-24,1
3730,118,2022-03-24,1
3752,66,2022-03-24,1
3762,56,2022-03-24,1
3773,431,2022-03-24,1
3777,57,2022-03-24,1
3796,552,2022-03-24,1
3800,68,2022-03-24,1
3810,1267,2022-03-25,1
3820,525,2022-03-25,1
3822,281,2022-03-25,1
3831,31,2022-03-25,1
3835,24,2022-03-25,1
3847,168,2022-03-25,1
3849,80,2022-03-25,1
3854,614,2022-03-25,1
3855,1426,2022-03-25,1
3861,624,2022-03-25,1
3868,6,2022-03-25,1
3879,123,2022-03-25,1
3883,7,2022-03-25,1
3886,136,2022-03-25,1
3892,1071,2022-03-25,1
3900,85,2022-03-25,1
3902,1043,2022-03-25,1
3904,195,2022-03-25,1
3913,352,2022-03-25,1
3916,1360,2022-03-25,1
3917,431,2022-03-25,1
3920,501,2022-03-25,1
3925,1464,2022-03-25,1
3928,748,2022-03-25,1
3943,121,2022-03-25,1
3945,34,2022-03-25,1
3947,588,2022-03-25,1
3984,53,2022-03-25,1
3990,25,2022-03-25,1
3991,298,2022-03-25,1
4016,909,2022-03-25,1
4020,5,2022-03-25,1
4056,599,2022-03-25,1
4068,165,2022-03-25,1
4081,162,2022-03-25,1
4097,54,2022-03-25,1
4099,1389,2022-03-25,1
4123,1441,2022-03-25,1
4135,57,2022-03-25,1
4136,198,2022-03-25,1
4148,189,2022-03-25,1
4149,106,2022-03-25,1
